timestamp, strategy, backend_id, active_connections, avg_latency, last_latency, request_rate, observed_latency, success
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042021,round-robin,backend-3,7,56.142857142857146,61,7.0,52,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042022,round-robin,backend-1,7,56.142857142857146,48,7.0,51,true
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,52,true
1771778042022,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042021,round-robin,backend-1,7,56.142857142857146,48,7.0,52,true
1771778042022,round-robin,backend-2,7,50.285714285714285,48,7.0,56,true
1771778042021,round-robin,backend-3,7,56.142857142857146,61,7.0,51,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,50,true
1771778042021,round-robin,backend-2,7,50.285714285714285,48,7.0,51,true
1771778042022,round-robin,backend-3,7,56.142857142857146,61,7.0,58,true
